human	rat	mouse	fly	worm	yeast	alpaca	cow	horse	pig	sheep	cat	dog	guinea_pig	rabbit	chicken	duck	turkey
P03971	P49000	Q5EC55	0	0	0	0	F1MZL1	0	A0A287BPP8	W5PY95	A0A2I2U2I4	0	H0W8G2	0	A0A1D5PGB0	U3IU19	G1MT41
Q86WZ0	D3ZSB9	E9Q357	0	0	0	0	F1MBM1	F6XBA1	I3LUY4	W5NQS6	M3W915	J9P6I7	H0UX58	G1SQ39	0	0	0
Q3MUY2	M0R7L2	P0C1P0	0	0	0	0	0	0	0	0	0	0	0	0	R4GIT1	0	0
O60294	Q5XIA3	Q8BYR1	0	0	0	0	G3N0F1	0	F1SI58	0	M3X4N9	E2RSZ5	H0UT32	0	E1C573	U3IRC4	H9H1Z3
Q9HCE3	D4A659	Q6NXK2	0	0	0	0	F1MSS8	F7DNR6	A0A287BQL1	W5P6C7	M3WTU1	E2QW50	H0V6J3	G1T7B8	0	R0LDY0	0
P55287	F1MAH6	P55288	0	0	0	0	A2VDQ6	F6YE92	F1RFU7	W5NUS7	M3W046	F1P6U6	0	G1TCU4	A0A1D5P6T7	U3J6B5	G1N438
Q8WXI7	D3ZM49	A0A140LJ72	0	0	0	0	G3MXR2	F6V840	F1S2M2	W5PU70	M3WNR4	F1PDP1	A0A286XBP0	G1T805	0	U3I069	G1MSW6
Q7Z3S7	D3ZM84	Q5RJF7	0	0	0	0	F1MHZ1	F6U5C2	I3LD16	W5PTG0	M3X5Z3	0	H0V523	G1SSG1	0	U3IB73	0
Q9H4E7	D3ZCK4	Q8C2K1	0	0	0	0	A5PK34	F6YPG0	F1RZ09	W5PQ04	M3W4X6	E2R9X5	H0WE07	G1T9W5	F1NH72	U3IBE1	G1N1Z3
Q8NA72	Q4V891	Q9DBS8	0	0	0	0	A6QPV5	F6ZYM8	F1S2I0	W5Q5S9	M3WBV3	E2REQ5	H0V5G1	G1SIN9	E1C400	U3IB36	G1N061
P00813	Q920P6	P03958	0	H2KYI5	P53909	0	A6H7A2	F6URX1	I3LDF4	W5P207	M3VYK1	F1PKY3	H0V758	G1SYL1	F1P2A6	U3IMG8	G1MXM4
Q9UF47	D3ZD82	Q9CQ94	0	0	0	0	Q2KIJ8	F7DZ96	F1RTY8	W5Q785	M3X791	E2R7Z4	H0V0T2	G1ST80	0	U3J2M6	G1NFC7
Q9BQS7	Q920H8	Q9Z0Z4	0	0	0	0	G3MXE7	F7CKE2	A0A287AZH0	W5P5M4	A0A2I2U3C3	F1P7M1	H0VRX5	G1T8A0	0	0	0
P34741	P34900	P43407	0	0	0	0	Q58DD4	F6U5M0	F1S0L5	W5P408	M3WXE6	J9P9D1	A0A286Y314	G1SI13	Q8JIY0	U3IZZ0	G1NHQ7
O15484	G3V7U6	O08688	0	0	0	0	F1MQD1	F6V5B8	F1SUK6	W5PV56	M3WKQ6	F1PB20	H0V2U3	G1U496	A0A1D5PFI2	U3INP6	G1NQT4
Q9UJ55	D3ZTL5	Q9QZ04	0	0	0	0	G3MYI7	0	F1SNR9	W5Q751	M3WV64	F1PB59	A0A286Y4Q2	G1TPS0	0	0	0
Q9Y5V3	Q9ES73	Q9QYH6	0	0	0	0	E1BDS1	H9H030	Q6ITT4	W5PHQ9	A0A2I2UZC3	F1Q498	0	G1U9A9	0	0	0
Q96J84	Q6X936	Q80W68	0	0	0	0	F1N3G9	F7A0M1	K7GR16	W5PB86	M3VX64	F1Q051	A0A286X8S2	G1T2W4	A0A1D5PWA5	U3ICE4	H9H0X4
O75179	A0A0G2JVW3	Q99NH0	0	0	0	0	F1MI56	F7CR94	A0A287BN54	W5PVS3	A0A2I2UT06	J9NSE6	H0VNP3	G1U993	E1BVC6	U3ITJ2	G1NCP8
Q96LD1	A0A0G2K1J1	Q8BX51	0	0	0	0	0	0	A0A286ZTI6	0	M3XFV6	F1PWM9	H0UZ31	G1SLD8	F1P475	R0LAS5	G1NGG2
O14978	D3ZQ68	Q8CF60	0	0	0	0	F1N176	F6YG67	A0A287AS95	W5NU57	A0A2I2UCE1	F1PX38	H0VL81	G1T2U4	0	0	0
Q8IYD1	A0A096MJE3	Q149F3	0	0	0	0	0	H9GZL7	F1RUJ9	W5P6J3	0	0	H0V9A5	0	0	0	0
Q7Z5M8	F1LZ64	G3UZN6	0	0	0	0	F1MPS6	F6X5E5	I3LFG5	W5QHM5	M3VZ44	F1PB79	H0VS16	G1T9L8	F1NMM5	U3I3R4	G1NLX7
Q6P2E9	Q3ZAV8	Q3UJB9	Q9VKK1	Q8ITV6	0	0	E1BJH1	F7BBD9	F1S2J4	W5NZ39	M3WHR0	E2RKN5	A0A286XGN3	G1SQT2	A0A1D5P1Q3	U3IP22	G1MUR8
A4D126	Q5S6T3	Q5RJG7	0	0	0	0	E1BCH6	0	A0A287B4E4	W5PEZ9	A0A2I2U657	J9NYK6	H0WDJ8	G1U4Y8	F1NM25	U3IIY1	G1NCH8
A4D1T9	D4A527	Q9DAA4	0	0	0	0	Q32KU2	F7BT74	I3LE93	W5PXE6	M3W653	E2RSV4	H0V374	G1SQE3	0	0	0
Q99457	Q924R9	Q794H2	0	0	0	0	G3X7Z1	F7APM4	I3LHB4	W5NRS7	M3X696	E2RER3	0	G1U7K8	0	0	0
Q8NBQ5	Q6AYS8	Q9EQ06	0	0	0	0	Q2KIS5	F6TBM0	0	W5P3W5	M3X4D0	0	A0A286Y0K6	0	0	0	0
O95665	M0RD53	P70310	0	0	0	0	E1BCZ7	F6QHN8	F1SCR5	W5Q3N2	M3W9R0	F6XG65	0	U3KMB1	0	0	0
P55197	F1M8I4	O54826	0	0	0	0	F1MLK4	F6ZHD3	A0A287AL40	0	M3WPI9	J9P5J3	H0VD28	G1THU8	E1C657	U3J9N8	G1N617
Q4U2R8	O35956	Q8VC69	0	0	0	0	F1MIJ1	F7AKP9	I3L7D2	W5NQE8	M3W3Q9	E2R852	H0VSS9	G1U0K7	A0A1D5P7L7	U3J274	0
A5YM72	D3Z945	Q6ZPS2	0	0	0	0	F1MY45	F6T6M5	F1RUY9	W5PPR7	M3W098	F1PFW6	H0W455	0	A0A1D5PQ89	0	H9H2E4
Q9NUN7	F1M6P3	Q9D099	0	0	0	0	A7MBH7	F6R8M7	0	W5PUQ3	M3X1E9	E2RMS2	A0A286XZM5	G1TU94	E1C413	U3IQ43	G1NQT5
Q96HP0	A0A0G2KAH4	Q8VDR9	0	0	0	0	E1BK77	F6WCM5	A0A287AA72	W5Q984	A0A2I2UFS5	F1PNB4	H0WAX8	0	0	0	0
Q92696	Q08602	Q9JHK4	Q9VN77	Q9TYY0	Q00618	0	Q5EA80	F6WEB8	A5A779	W5QCW3	M3W4C7	F1PIE1	H0VQY1	G1SIN7	0	U3I1S2	0
Q9P2F5	D4A001	Q499E5	0	0	0	0	F1MYB0	F6S2T9	F1RSZ9	W5PBT7	A0A2I2U4U4	F1PZE7	A0A286XIW0	G1SXS0	F1NUU5	U3J8F9	G1N3S3
Q96FJ0	B0BMZ5	Q76N33	0	0	0	0	Q08DL2	F6VUG1	A0A286ZSS8	W5PZC3	M3W7A0	E2RGW0	H0VJH8	G1SUM5	E1BUJ2	U3I4K9	G1N887
Q9P2E5	D4ADR5	Q3UU43	0	0	0	0	E1B9D0	F6UTS9	F1SSM9	W5P0Q9	M3WIF2	F1PAJ1	A0A286XFL2	G1SCW9	A0A1D5PUK0	U3INK4	H9H1T6
Q8TB72	D3ZQL8	Q80U58	0	0	0	0	F1N2B8	F6ZCE5	A0A287AZD1	W5Q711	M3WT98	E2RT57	A0A286X824	G1TEQ3	F1NV23	U3ISW5	G3UPS1
Q8N5M9	Q4KM64	Q5XKN4	Q7K1V5	Q9XUU9	0	0	Q2NKY9	F6XCD5	A0A287BDP1	W5P761	M3XDF1	J9NSD4	A0A286XLC1	G1SNM8	A0A1D5P4Q8	U3HZQ9	G1N8L4
Q6ZTQ4	M0RBV0	Q8BL00	0	0	0	0	F1MVQ2	F6Y2S4	I3LET8	W5P1T9	M3WKN1	F1P6H9	A0A286XIB7	G1TJ49	E1BZR7	U3IE29	G1N4Q7
Q8TEK3	D3ZCP0	Q6XZL8	Q8INR6	0	Q04089	0	E1BGK8	F6ZL97	I3LS01	W5PXP3	M3W9W1	E2R1J0	H0VZH1	0	A0A1D5PNL0	U3IPL0	G1MT95
P07307	P08290	P24721	0	0	0	0	F1ME82	F6XWN5	F1RF46	W5PJV4	A0A2I2UJ71	F6XX71	A0A286XQH2	G1TMF8	0	0	0
P29377	P02634	P97816	0	0	0	0	P02633	Q865V3	P02632	W5PU09	A0A2I2UTI7	J9NS12	H0VRN9	G1TLE0	0	0	0
O60547	Q3MHS7	Q8K0C9	Q9VMW9	0	0	0	F1MBF1	F6W683	A0A286ZIS0	W5NXP7	M3W2U5	E2RC02	H0VL08	G1T8U2	0	U3J2F7	0
Q08493	G3V8J8	Q3UEI1	0	0	0	0	F1N5T6	F6T7Z8	A0A287BKG1	W5PTV4	M3W7V5	E2RCB9	A0A286X9I1	0	A0A1D5NXH0	0	0
Q96T49	D4AA72	Q8VHQ3	0	0	0	0	Q95N27	F6R6G5	F1SDW9	W5NQG9	A0A2I2U5M5	E2QST8	A0A286Y210	G1TW29	Q5ZHY3	U3IKB8	G1MVT6
A6NKF2	D3ZQB1	A6PWV5	0	0	0	0	F1MGP2	F6Z8E4	F1SEC1	W5PHE7	M3VZT8	E2RGA0	H0UWG2	G1SD51	0	0	0
O43567	Q66HG0	O54965	0	0	0	0	Q0VD51	F6VWP7	A0A287AZC7	W5P3L5	M3XD36	F6XCX3	H0UU37	G1SQ84	Q90972	U3IPP5	G1NER0
Q9HAF1	B0BNB4	Q2VPQ9	Q9VRN3	Q8WQC3	0	0	Q58CU0	F7AXI0	A0A287A583	W5QES7	A0A2I2UFU1	F1PY51	A0A286XQG3	G1T046	Q5ZIX3	U3IHN2	G1MWD3
Q63ZY3	D3ZD05	Q8BX02	0	0	0	0	F1N7N7	F6YH74	A0A287BAC9	W5Q8Q6	M3W322	E2RA06	H0VWP4	0	0	0	0
Q969Q1	Q91Z63	F8VPZ1	0	0	0	0	Q2KI94	F6YPF4	I3L5M6	W5P615	A0A2I2UVH8	E2RCM9	H0W526	G1T5N4	A0A1D5P5D3	U3IS13	G1MUJ8
P48230	Q9EQL5	Q3TMT3	0	0	0	0	Q3ZBI0	F6TR36	F1SJP1	W5P442	A0A2I2UAR9	E2RD82	H0VH61	G1T613	E1C345	U3INL1	G1NES9
O75173	D4A0C5	Q8BNJ2	0	0	0	0	G8JKX1	F6YRD3	F1S1A7	W5PIW9	M3VUV7	E2RFF5	H0VQV6	G1T5I4	A0A1D5P3P8	0	0
Q8NHH9	F1LQ09	Q6PA06	0	0	0	0	E1BE28	F6YNQ4	A0A287AWD2	W5PH22	A0A2I2V1L9	E2RMV0	H0VP37	G1TB34	A0A1D5NX47	U3J213	G1N604
Q7Z412	B2GUZ4	Q8BGI5	0	0	0	0	A6QPK4	F7CCS6	F1SHQ6	W5PW81	M3XAB7	J9P8H5	A0A286XIU6	0	E1BQB0	0	0
Q8NEL0	D4A958	Q9DAL3	0	0	0	0	Q29RU3	F7D0M6	A0A287ANC2	W5NUI2	A0A2I2UEF3	E2RIB1	0	G1TB92	0	0	0
P09016	D4ACE1	P10628	0	0	0	0	A7MBD6	0	F1RZG0	W5Q7S1	A0A2I2UCY8	E2RGY0	A0A286XVB8	G1SHI1	F1NZJ3	U3IN35	0
O60503	M0R5U4	P51830	M9PEP2	Q19523	0	0	E1BM79	F6XFB9	A0A287B2U1	W5NY71	M3WWD4	J9P935	H0VWH4	G1SU24	F1NP57	U3J6R6	G3UPG2
Q93062	F1M9Y9	Q9WVB0	0	0	0	0	F1MAV3	F6UEP2	A0A287BLU9	W5PKZ5	M3WY82	E2R5F7	A0A286XJN5	G1SVF1	F1NAP9	U3I4S7	G1N0K6
Q96IZ5	D3ZTA4	Q8JZV4	0	0	0	0	G3X691	F6XU06	A0A287A5S5	W5QBX0	M3VXN6	F1PU87	A0A286XK98	G1U059	F1NFC5	U3IMP8	G1NBH4
Q9H336	B5DFM5	Q8CGD2	0	0	0	0	A6QR60	F6T9E4	F1RWK3	W5PAD1	M3W2H3	E2QVB4	H0UZJ4	G1SXK2	A0A1D5PAF5	U3J1Z4	G3UQ03
Q9BQ39	D3ZG48	Q99MJ9	0	0	0	0	F1MMK3	F6VBJ1	F1SUG8	W5P5E9	M3XBG7	E2QTT0	H0UXT7	G1TN01	0	0	0
Q8NI35	F1MAD2	Q63ZW7	0	G5ECZ8	0	0	E1BLF1	F6ZZY6	A0A287AG82	W5PGV1	M3WYF0	J9JHV1	H0WB65	G1TA76	0	U3I527	G1NGL1
P52907	D3ZVN8	Q9CR52	0	0	0	0	A4FUA8	F6WWW7	A0PFK5	W5Q694	M3WIM3	J9NWK5	A0A286Y4R3	G1SCY4	P13127	U3J6L8	G1N026
O14490	P97836	Q9D415	0	0	0	0	E1BB27	F6ZYR8	A0A287B2P3	W5PL77	A0A2I2ULI3	E2RMP3	A0A286XIF5	G1U7X4	A0A1D5P2R8	R0LSN8	G1NB41
Q9HAZ2	A0A096MJ70	A2A935	0	0	0	0	F1MTF1	F6PK98	A0A286ZPF9	W5Q710	A0A2I2UZ64	F1Q029	H0VJB2	G1SEV1	A0A1D5PB87	U3IE16	G1MSR2
O00625	Q5M827	Q9D711	0	0	0	0	A6QQH1	F7BIU8	K7GKW6	W5PRF2	M3WDC8	F6UKT8	H0V289	G1TEE4	0	0	0
Q6NWY9	F1LTJ8	Q80W14	0	0	0	0	E1B703	F6U4T4	A0A287AAZ1	W5QAZ9	M3WBG6	J9P0R0	A0A286X9V9	G1SG21	0	0	0
Q96PY5	A0A0G2K132	A2APV2	0	0	0	0	E1BB06	F6ZY01	F1RQH3	W5PEK7	A0A2I2U6E2	F1PLC1	A0A286XHX6	G1T4Z0	F1NQH1	U3IR88	G1NJK9
P48023	P36940	P41047	0	0	0	0	A6H6Z6	F6YI29	I3L6W5	W5PYV5	Q861W5	F1P7Z2	A0A286Y1P9	G1TYP4	Q5CAQ0	R0LTT3	G1MYU9
P59894	D4A009	0	0	0	0	0	E1B7L8	F7CKU6	F1SGP1	W5Q227	M3W8M2	J9P9U0	0	G1TBW6	0	0	0
Q9H9S3	D3ZEH3	Q9JLR1	0	0	0	0	Q2KHX4	F6V478	F2Z5D0	0	A0A2I2U419	F1PC79	H0UT83	G1SWY7	A0A1D5NXC6	R0JWC7	G1MZM8
Q13367	D4AE00	Q9JME5	0	0	0	0	E1BME2	F7E0R1	F1RI97	W5PW49	M3WPN1	J9P1J6	H0VJP8	G1SR17	0	U3I622	G1MRP4
Q9BYT1	D3ZUN1	Q8VCL5	Q9VQZ7	O45678	0	0	A6QPJ4	F6SRV0	A0A287BR67	W5PQ99	A0A2I2UDH5	E2RM55	H0UVE6	G1STW5	R4GHU7	U3ICA4	G1N340
Q8N8E2	Q5FWU5	Q6PD29	0	0	0	0	E1B7S0	F6QZJ3	A0A287AZ31	W5QDD7	M3X4L3	E2RFE2	H0VYT5	G1TCZ9	F1NUB6	U3IED3	G1NMR3
P59536	Q9JKE7	P59532	0	0	0	0	0	F6VZX0	F1SSI6	W5NT38	A0A2I2UWH7	Q2ABC9	H0VZI4	G1TMT2	0	0	0
Q494U1	D3Z815	0	0	0	0	0	E1BMJ2	F6UFQ1	A0A287A3H3	W5PCB7	M3W074	E2R7Q0	H0W8U8	G1SZP5	F1NY73	U3IKQ7	G1MWM1
Q86Y82	G3V7P1	Q9ER00	0	0	0	0	A7MAZ2	F6SMP0	I3LHT9	W5NZC4	M3X2I4	0	H0VN38	G1U207	E1C319	U3J9M3	G1MQW4
Q03001	D3ZC56	Q91ZU6	0	0	0	0	F1MPT5	F6QJ96	A0A287A0I5	W5P7J8	M3XAY2	J9P0W8	H0V4N0	G1T6S4	F1NRP8	U3I7B4	G1NMA2
Q7Z3G6	F1M0J7	Q80Y24	0	0	0	0	F1MHI6	F6ZAI6	F1SGF0	W5PNQ7	M3WGH3	E2RDF0	H0UVX9	G1SE45	F1N8U0	U3I8A0	G1NA52
P57739	D4A386	O88552	0	0	0	0	Q765P1	F6YS83	C3VMK9	W5QC17	M3WL24	J9NUV1	A0A286XPJ4	G1TSU9	E1C8Q0	R0KDV3	G1N0Y3
Q6ICI0	A0A096MK95	Q3UUA0	0	0	0	0	E1BFU6	F7AR42	F1RGA0	W5QBW6	0	E2RNY4	H0VA18	G1T2U9	A0A1D5PZA6	U3HYJ5	0
Q14BN4	D3ZKE6	Q3URD3	0	0	0	0	E1BMC6	F7BKX2	A0A287BQ55	W5PUF4	A0A2I2U1H3	E2QUK3	A0A286XQM7	Q28623	F1N8D3	U3IMC0	G1N473
O43310	D3ZD47	Q6PEE2	0	0	0	0	E1BGJ9	F7BY74	A0A287B685	W5P0R4	M3VV72	F1Q2X3	H0UVC0	G1TM66	A0A1D5PW42	U3J483	G3UR21
Q6DKJ4	D4A0M2	P97346	0	0	0	0	A6QLU8	F6WMN4	I3LEF2	W5PNJ7	M3VX30	J9NXW0	H0V0B1	G1SNE1	F1NG23	R0LMN8	G1N546
Q9BV99	D3ZA60	Q8R2R5	0	0	0	0	F1MMZ3	0	A0A287BIA7	W5NTH7	M3WF39	0	A0A286XU96	G1U918	0	0	0
P10415	F1LNV0	P10417	0	0	0	0	F6R2C4	F7CDX6	0	W5P8E8	M3X1R9	J9NXG3	H0W1T3	G1TW27	Q00709	U3II49	G1MZW1
P61225	P61227	P61226	0	0	0	0	A4IFU2	0	Q06AU2	W5Q0M7	M3W509	J9NZ45	H0W4Z6	G1T7B6	A0A1D5PR96	U3IY87	G1NEF3
Q04771	P80201	P37172	0	0	0	0	A2VDM5	F7B4G7	E9M2M1	W5PCY4	M3W8V8	E2RKJ3	H0VD50	G1SHK1	Q90ZK6	U3IAS2	G1NJR2
Q6NZY4	D3ZUL8	Q9CYA6	Q2PE14	0	0	0	F1MM78	F7CGX4	F1REW6	W5PM34	M3WV88	E2QXB5	H0VQW8	G1TGX2	F1NEG3	U3IJ32	G1MZZ6
O43189	Q6MGC9	Q9Z1B8	0	0	0	0	E1BBS1	F6W861	F1RZR7	W5PJ24	M3WJ87	E2RRV5	A0A286XS55	G1T5X4	0	0	0
Q6P4E1	D3ZW58	Q6P2L7	0	0	0	0	A2VE10	F6W8V0	F1SN03	W5P089	M3WMY4	E2QWT1	A0A286XND3	G1SNS3	Q5ZKQ5	U3IJL7	G1NCY4
O95503	E9PT11	Q9DBY5	0	0	0	0	A3KMW6	0	A0A286ZRM0	0	0	0	A0A286XRY7	0	A0A1D5PER3	0	0
Q7RTP0	F1M5J3	Q8BHK1	0	0	0	0	F1N136	F7CTA3	A0A287BM83	W5Q2H5	M3WI32	F1PC13	A0A286XYW3	G1TVK7	A0A1L1RQB3	U3IBV0	G1NPI6
Q96GP6	D3ZBQ5	P59222	0	0	0	0	E1B9M8	F7D8L3	F1RK83	0	M3WPJ8	F1PDI0	A0A286XGQ5	0	A0A1D5NYT1	U3IL92	G1NB65
P19838	F1LQH2	P25799	0	0	0	0	F1MKW9	F6TME6	K7GNS9	W5PT49	M3W7X5	A0A0A0MPC3	H0VAV7	G1U2Y0	Q04861	U3J2P2	G1NFM9
Q9Y6U3	E9PU64	Q60604	0	0	0	0	G3X6T2	F6UJD4	A0A287AE16	W5PCH3	M3W3G0	0	H0V5T9	G1SS57	Q5ZIV9	U3IEV6	G1NC77
P59796	D3ZH29	Q91WR8	0	0	0	0	F1MCF5	F7CPY6	J9JIK0	W5Q8B1	M3W083	F1P6D1	0	G1TCG2	0	0	0
Q643R3	D3ZR52	Q6NVG1	0	0	0	0	A0JNE8	F6U8M0	A0A287AZE1	W5QF37	M3VX71	F1PZD4	H0WCH2	G1TJ04	0	0	0
Q06190	D3ZLD7	B2RXC8	0	0	0	0	E1BIU6	F7D7G4	A0A287A7H0	W5PDW2	A0A2I2V3F1	E2RAA7	H0UYX1	U3KPE5	A0A1D5P657	U3I4T7	G1MTE2
P31274	D4A0V9	P09633	0	0	0	0	F1N2F0	F7C5W1	A0A287AWF6	W5Q483	M3WTV0	0	0	G1TTZ5	A0A1D5PQW8	U3IHP4	0
Q969W9	M0RCH9	A2APF4	0	0	0	0	F1N138	F6RZL1	A0A287BBB7	W5Q7D9	M3X2N6	J9P9R3	A0A286XHS6	0	Q5ZJ16	U3I524	G3USH1
Q9UMX9	D3ZR99	P58355	0	0	0	0	E1BHD9	F6X9M6	F1SP15	W5PQN6	B2ZHD7	Q2PUG5	H0VEL6	G1SMV8	F1NJ93	U3I6E4	G3UUQ1
V9GYH0	D3ZP88	P32043	0	0	0	0	E1BHR6	F6WR44	A0A286ZNZ3	W5Q447	A0A2I2UXE6	J9P833	H0VEM8	0	A0A1D5Q001	U3IUL5	0
P31273	F1MAK7	P09025	0	0	0	0	E1BI54	F7D7W6	A0A286ZRS6	B5A7E0	M3W2T7	J9PB70	A0A286Y3Q6	G1SME8	Q9YH13	U3IUM1	0
Q8TBY8	Q9Z221	Q9WVQ0	0	0	0	0	F1MT15	F6RQ42	F1S3A9	0	M3W4S6	E2RBD2	H0VV14	G1SWI5	0	U3I3D3	G1N9E0
P09630	G3V841	P10629	0	0	0	0	F1MEU5	F6Y566	I3L9Q6	W5Q456	A0A2I2UX54	E2QSK8	A0A286XIW3	G1U2I4	A0A1D5P3L0	0	H9H212
Q8NF99	M0R6E4	Q7TNK4	0	0	0	0	0	F6VYX7	0	W5P6Y3	M3XG48	F1P8S4	H0V833	G1SSD0	0	0	0
P37287	D4AAY7	Q64323	Q7JUM3	Q18993	P32363	0	E1B7B9	F6PYY3	F1SQU5	W5PR49	M3WDT4	J9NVQ7	H0V284	G1TED5	F1NHQ4	U3J2I8	G1NPC0
P61619	P61621	P61620	0	0	0	0	Q5EA68	F6ZZ67	I3LD13	W5P5C1	M3WAA4	F1PNM2	A0A286XHV1	G1TBR5	F1NBN1	U3IDH0	G1N5Y9
Q9UDY6	Q6MFY9	Q9WUH5	0	0	0	0	F1MTR5	F6XN17	A0A286ZVR0	W5Q3D5	A0A2I2UUG1	F1PIC3	H0USZ6	G1T9Y7	0	0	0
Q9BU79	G3V9U5	B2RVB9	0	0	0	0	A0JNK6	F6R0N5	F2Z5E5	W5QGI2	A0A2I2U0F9	J9NS49	H0VCL3	G1SWQ4	F1P2I3	R0KBJ0	G1N0S9
Q8N0W5	D3ZTH1	D3YYL3	0	0	0	0	F1MDB5	F7D4A8	A0A287ABB9	W5PS02	A0A2I2U090	E2RLU2	H0UYH1	G1SGE6	R4GK21	U3J298	0
Q8NER1	O35433	Q704Y3	0	0	0	0	E1BGM0	F6U8Q1	A0A287BPY1	W5Q6P2	M3W8M4	Q697L1	Q6R5A3	G1T2W3	F1NJH8	U3IAM6	G1N4J0
P09017	D3ZK87	Q08624	0	0	0	0	A4FUC1	F6PL05	A0A287BEN5	W5Q435	A0A2I2ULB3	E2QSM9	A0A286XF93	G1T9L5	A0A1D5P4H6	U3IUE2	G1NRU6
Q9UHW9	G3V6N7	0	0	0	0	0	F1N2X1	F6Q5D6	F2Z5K1	W5QF60	A0A2I2UF14	F1Q2J3	H0VB79	G1SQG7	0	0	0
Q9NYD6	G3V815	P31257	0	0	0	0	F1MY80	F6S1S8	I3LSD5	W5Q495	M3WEN3	E2QUE0	H0VEM3	G1THG0	A0A1D5PP81	U3IHP7	H9H0Y3
O43169	P04166	Q9CQX2	0	0	0	0	Q0P5F6	F7CC72	A0A287BA78	W5P066	A0A2I2UJV4	0	A0A286XXP0	0	A0A1L1RK14	U3IIR8	G1N8Z8
Q7Z7K6	D4A9A3	Q9CXS4	0	Q8MNR9	0	0	G3N1U1	F7A4S7	F1SDE3	W5Q6B9	M3WQ29	J9PA58	A0A286XHX4	G1U0Z7	A0A1D5PYQ8	U3IIK0	G1N431
Q8IWZ6	Q66H90	Q8K2G4	0	Q9XW70	0	0	F1MB52	F6Z5Q1	A0A288CFV9	W5PWU8	M3X7G4	E2RQA6	H0UVR3	G1SIY1	E1BXI4	U3IC79	G1NDV0
P05549	G3V9A8	P34056	0	0	0	0	A1A4R9	F6RW70	A0A287B9K7	W5Q4G4	A0A2I2UF72	J9NVZ9	A0A286XXL5	G1SNN7	F1P4X0	U3I6C6	G1MWV0
Q86W11	D3Z940	0	0	0	0	0	0	F6PLA5	A0A287AVZ5	W5P6Q2	A0A2I2U797	E2RH97	A0A286XJ43	G1SNC5	0	0	0
Q9P0L0	Q9Z270	Q9WV55	0	0	0	0	Q0VCY1	F6QXT2	A0A287BBB5	W5NT69	M3WR51	E2R580	H0V6W6	G1SVI9	A0A1D5P4Y8	U3IGA3	G1N9Z8
A6NF34	A0A0G2K7L7	Q8BVM2	0	0	0	0	E1BCW8	F6ZWC1	A0A287BKK8	W5NSL6	0	F1PMW3	0	G1TW16	0	0	0
Q8IWF6	D4A544	Q8BH65	0	0	0	0	F1MBQ4	F6T728	I3LFZ4	W5PV98	M3XD90	F1Q0P7	A0A286XN82	G1SE59	F1NGG5	0	G1N433
Q96DT7	A0A0G2JY41	E9Q8X5	0	0	0	0	F1MZB7	F6RIS5	F1RXA0	W5PFB2	A0A2I2U210	F1PGT0	H0VPC0	G1TIN0	A0A1D5PE76	U3IAL7	G1NGG8
Q8WVM8	Q62991	Q8BRF7	Q24179	Q20364	P22213	0	E1BG76	F7CTQ1	A0A287A1S1	W5P5N6	M3X6J7	F1PLS0	H0V9L6	G1STX3	F1NH65	U3J7D3	G1NIF4
Q15691	Q66HR2	Q61166	0	0	0	0	F1MHV5	F6SAB2	Q2XVP5	W5Q1F2	0	F6UNZ3	0	G1U949	Q5ZLC7	R0M0E4	G5E7Q6
O15551	Q63400	Q9Z0G9	0	0	0	0	Q765N9	0	0	W5PMF3	0	Q95KM5	H0VCR9	0	Q98SR2	U3J2B2	G1N4Y0
Q8NCF5	Q6AYG7	O09130	0	0	0	0	A5PJE5	F6SV62	A0A287BF16	W5NTY5	M3W241	E2RR55	H0VXB5	G1SI39	0	0	0
O14493	Q5XIT8	O35054	0	0	0	0	Q6BBL6	F6Z8Q3	C3VML0	W5QJA6	M3W2R4	E2RNC2	H0WA21	G1SZ42	0	U3J2D0	G1MT64
Q9NUP7	B2GV29	Q8BYH3	Q8SX24	Q9XW93	Q12383	0	F6R1G6	F6U2I9	A0A286ZTX2	W5Q9B4	M3X3A4	E2RQF4	H0UUH4	G1U3B6	F1P1W7	U3J5K9	G1N567
Q7Z3J2	Q5XI83	Q8BWQ6	Q9VHM2	Q19833	0	0	F1MPA1	F6T9J3	I3LH24	W5PRQ6	A0A2I2V0A7	F1PGW5	A0A286XS28	0	F1NY74	U3J0L0	G1NC51
P40121	Q6AYC4	Q99LB4	0	0	0	0	Q865V6	F7D144	F1SVB0	W5QH35	M3W087	E2R413	H0VBA9	G1SHB9	A0A1D5NXJ9	U3J2E3	H9H0E7
Q8NHE4	Q5EB76	Q91XE7	0	0	0	0	Q2KIB5	F7DG92	0	W5NSE6	A0A2I2U260	E2RM99	A0A286XNV0	G1T7M6	F1P345	0	0
O60346	F1LNC3	Q8CHE4	0	0	0	0	G3N2B1	F6WXS3	F1SMW1	W5P856	0	F1PVE1	H0UWH1	G1TA51	F1NJB8	U3I6L5	G1MZY7
O15492	Q4L0E9	P97428	0	0	0	0	O46471	F7BRQ6	F1S668	W5QCF9	A0A2I2U429	J9P7V2	A0A286Y0A5	G1TJ27	A0A1D5PGN5	U3IQ03	G1MWD9
P01584	Q5BKB0	P10749	0	0	0	0	A0A140T838	0	0	M4WG34	A0A0A0MPZ0	Q2VCE2	Q9WVG1	G1TXR4	O73909	0	A3DTN5
